Timestamp,PM25,PM10,MQ2_ADC,MQ7_ADC,Temp,Hum,Status
2026-03-18 08:11:08 UTC,31,34,239.15,257.99,27.6,71.8,Safe
2026-03-18 08:11:18 UTC,29,33,255.94,274.37,27.6,71.6,Safe
2026-03-18 08:11:28 UTC,27,31,224.82,245.7,27.6,70.8,Safe
2026-03-18 08:11:38 UTC,28,32,257.99,278.46,27.6,70.6,Safe
2026-03-18 08:11:48 UTC,29,32,228.09,241.6,27.6,70.8,Safe
2026-03-18 08:11:58 UTC,30,30,257.99,274.37,27.7,71.1,Safe
2026-03-18 08:12:08 UTC,29,30,239.97,253.89,27.7,70.9,Safe
2026-03-18 08:12:18 UTC,30,31,255.94,270.27,27.7,70.8,Safe
2026-03-18 08:12:28 UTC,28,34,255.94,270.27,27.7,70.6,Safe
2026-03-18 08:12:38 UTC,28,34,226.86,237.51,27.7,70.7,Safe
2026-03-18 08:12:48 UTC,28,33,253.07,270.27,27.7,70.9,Safe
2026-03-18 08:12:58 UTC,28,33,239.15,245.7,27.8,70.7,Safe
2026-03-18 08:13:08 UTC,28,32,250.2,266.18,27.8,70.2,Safe
2026-03-18 08:13:18 UTC,29,31,237.92,245.7,27.8,69.9,Safe
2026-03-18 08:13:28 UTC,30,31,255.94,266.18,27.8,70.0,Safe
2026-03-18 08:13:38 UTC,28,31,219.08,233.41,27.8,70.3,Safe
2026-03-18 08:13:48 UTC,25,30,255.94,270.27,27.8,70.0,Safe
2026-03-18 08:13:58 UTC,26,29,235.87,241.6,27.8,69.9,Safe
2026-03-18 08:14:08 UTC,25,28,253.89,270.27,27.9,69.7,Safe
2026-03-18 08:14:18 UTC,24,28,230.96,241.6,27.8,69.7,Safe
2026-03-18 08:14:28 UTC,23,27,253.07,274.37,27.9,69.6,Safe
2026-03-18 08:14:38 UTC,23,27,242.83,253.89,27.9,69.1,Safe
2026-03-18 08:14:48 UTC,23,27,223.18,241.6,27.9,69.1,Safe
2026-03-18 08:14:58 UTC,24,26,246.93,266.18,27.9,69.0,Safe
2026-03-18 08:15:08 UTC,23,26,226.86,241.6,27.9,69.2,Safe
2026-03-18 08:15:18 UTC,23,27,255.94,270.27,28.0,69.2,Safe
2026-03-18 08:15:28 UTC,22,28,208.03,225.22,28.0,69.1,Safe
2026-03-18 08:15:38 UTC,24,29,251.02,270.27,28.0,68.9,Safe
2026-03-18 08:15:48 UTC,25,28,221.95,241.6,28.0,68.7,Safe
2026-03-18 08:15:58 UTC,25,29,251.84,266.18,28.0,68.8,Safe
2026-03-18 08:16:08 UTC,25,29,255.94,266.18,28.0,68.9,Safe
2026-03-18 08:16:18 UTC,25,27,242.01,262.08,28.0,69.1,Safe
2026-03-18 08:16:28 UTC,27,29,246.93,274.37,28.0,69.1,Safe
2026-03-18 08:16:38 UTC,28,31,226.04,245.7,28.0,69.0,Safe
2026-03-18 08:16:48 UTC,29,33,251.02,262.08,28.0,69.0,Safe
2026-03-18 08:16:58 UTC,30,37,232.19,245.7,28.1,69.2,Safe
2026-03-18 08:17:08 UTC,31,40,255.12,274.37,28.1,69.2,Safe
2026-03-18 08:17:18 UTC,32,39,224.0,241.6,28.1,69.1,Safe
2026-03-18 08:17:28 UTC,31,37,257.17,274.37,28.1,69.3,Safe
2026-03-18 08:17:38 UTC,32,40,219.08,233.41,28.1,69.2,Safe
2026-03-18 08:17:48 UTC,31,39,257.17,270.27,28.2,69.2,Safe
2026-03-18 08:17:58 UTC,28,31,226.86,249.79,28.2,68.4,Safe
2026-03-18 08:18:08 UTC,26,27,239.97,257.99,28.2,67.9,Safe
2026-03-18 08:18:18 UTC,23,26,258.8,266.18,28.2,67.4,Safe
2026-03-18 08:18:28 UTC,23,25,226.04,241.6,28.2,67.2,Safe
2026-03-18 08:18:38 UTC,20,21,255.94,262.08,28.2,67.2,Safe
2026-03-18 08:18:48 UTC,18,20,224.82,241.6,28.2,67.0,Safe
2026-03-18 08:18:58 UTC,17,20,242.83,262.08,28.2,66.9,Safe
2026-03-18 08:19:08 UTC,14,18,230.96,241.6,28.2,67.0,Safe
2026-03-18 08:19:18 UTC,14,18,255.12,262.08,28.2,67.0,Safe
2026-03-18 08:19:28 UTC,13,17,223.18,241.6,28.2,66.8,Safe
2026-03-18 08:19:38 UTC,10,16,251.02,262.08,28.3,66.7,Safe
2026-03-18 08:19:48 UTC,11,17,228.91,241.6,28.3,66.6,Safe
2026-03-18 08:19:58 UTC,12,15,246.93,262.08,28.3,66.2,Safe
2026-03-18 08:20:08 UTC,11,14,219.08,237.51,28.3,66.3,Safe
2026-03-18 08:20:18 UTC,10,15,208.03,221.13,28.3,66.4,Safe
2026-03-18 08:20:28 UTC,12,15,250.2,266.18,28.3,66.5,Safe
2026-03-18 08:20:38 UTC,11,15,217.85,233.41,28.4,66.5,Safe
2026-03-18 08:20:48 UTC,10,15,250.2,266.18,28.4,66.5,Safe
2026-03-18 08:20:58 UTC,9,13,226.04,241.6,28.4,66.4,Safe
2026-03-18 08:21:08 UTC,9,12,246.11,262.08,28.4,65.9,Safe
2026-03-18 08:21:18 UTC,10,13,232.19,237.51,28.4,66.0,Safe
2026-03-18 08:21:28 UTC,10,13,246.11,257.99,28.4,66.1,Safe
2026-03-18 08:21:38 UTC,11,15,219.9,241.6,28.4,65.9,Safe
2026-03-18 08:21:48 UTC,12,14,251.02,257.99,28.4,66.0,Safe
2026-03-18 08:21:58 UTC,14,20,250.2,266.18,28.4,66.0,Safe
2026-03-18 08:22:08 UTC,15,21,244.88,262.08,28.3,66.1,Safe
2026-03-18 08:22:18 UTC,16,20,251.02,266.18,28.4,65.9,Safe
2026-03-18 08:22:28 UTC,17,20,228.09,241.6,28.4,66.1,Safe
2026-03-18 08:22:38 UTC,15,18,246.11,266.18,28.4,65.7,Safe
2026-03-18 08:22:48 UTC,13,15,230.14,241.6,28.4,65.6,Safe
2026-03-18 08:22:58 UTC,11,15,250.2,262.08,28.4,65.7,Safe
2026-03-18 08:23:08 UTC,10,15,221.13,241.6,28.4,65.4,Safe
2026-03-18 08:23:18 UTC,11,15,250.2,270.27,28.4,65.6,Safe
2026-03-18 08:23:28 UTC,12,16,219.9,233.41,28.4,65.7,Safe
2026-03-18 08:23:38 UTC,15,19,239.15,253.89,28.4,65.7,Safe
2026-03-18 08:23:48 UTC,17,20,221.13,241.6,28.5,65.9,Safe
2026-03-18 08:23:58 UTC,18,20,239.97,266.18,28.5,65.7,Safe
2026-03-18 08:24:08 UTC,16,19,246.93,257.99,28.5,65.7,Safe
2026-03-18 08:24:18 UTC,14,16,228.09,237.51,28.5,65.4,Safe
2026-03-18 08:24:28 UTC,13,16,239.97,253.89,28.5,65.4,Safe
2026-03-18 08:24:38 UTC,13,19,230.14,241.6,28.6,65.7,Safe
2026-03-18 08:24:48 UTC,12,20,253.89,262.08,28.6,65.8,Safe
2026-03-18 08:24:58 UTC,15,21,201.88,229.32,28.6,66.0,Safe
2026-03-18 08:25:08 UTC,14,21,242.01,257.99,28.6,65.8,Safe
2026-03-18 08:25:18 UTC,17,20,224.82,237.51,28.7,65.8,Safe
2026-03-18 08:25:28 UTC,16,19,226.86,253.89,28.7,65.7,Safe
2026-03-18 08:25:38 UTC,15,19,246.11,266.18,28.7,65.8,Safe
2026-03-18 08:25:48 UTC,15,19,239.97,266.18,28.7,66.0,Safe
2026-03-18 08:25:58 UTC,16,20,246.11,266.18,28.8,66.0,Safe
2026-03-18 08:26:08 UTC,16,21,224.82,237.51,28.8,66.1,Safe
2026-03-18 08:26:18 UTC,17,20,239.97,245.7,28.8,66.0,Safe
2026-03-18 08:26:28 UTC,18,20,226.04,241.6,28.9,66.1,Safe
2026-03-18 08:26:38 UTC,17,20,250.2,270.27,28.9,66.0,Safe
2026-03-18 08:26:48 UTC,19,22,224.82,237.51,28.9,65.8,Safe
2026-03-18 08:26:58 UTC,21,22,251.02,270.27,29.0,65.8,Safe
2026-03-18 08:27:08 UTC,22,23,206.8,225.22,29.0,65.7,Safe
2026-03-18 08:27:18 UTC,22,25,251.02,266.18,29.0,65.5,Safe
2026-03-18 08:27:28 UTC,23,26,230.14,241.6,29.0,65.4,Safe
2026-03-18 08:27:38 UTC,24,25,248.98,257.99,29.1,65.4,Safe
2026-03-18 08:27:48 UTC,27,30,250.2,262.08,29.1,65.5,Safe
2026-03-18 08:27:58 UTC,28,29,210.07,237.51,29.1,65.2,Safe
2026-03-18 08:28:08 UTC,28,29,239.97,262.08,29.1,64.9,Safe
2026-03-18 08:28:18 UTC,26,27,221.95,241.6,29.1,64.6,Safe
2026-03-18 08:28:28 UTC,26,29,242.01,262.08,29.1,64.5,Safe
2026-03-18 08:28:38 UTC,25,28,235.87,241.6,29.1,64.5,Safe
2026-03-18 08:28:48 UTC,23,25,250.2,270.27,29.1,64.6,Safe
2026-03-18 08:28:58 UTC,20,22,219.08,237.51,29.1,64.6,Safe
2026-03-18 08:29:08 UTC,21,22,239.97,266.18,29.2,64.7,Safe
2026-03-18 08:29:18 UTC,22,22,260.85,270.27,29.2,64.9,Safe
2026-03-18 08:29:28 UTC,21,24,246.93,257.99,29.2,64.9,Safe
2026-03-18 08:29:38 UTC,22,25,219.08,237.51,29.2,64.8,Safe
2026-03-18 08:29:48 UTC,22,24,223.18,237.51,29.3,64.5,Safe
2026-03-18 08:29:58 UTC,21,24,242.01,270.27,29.3,64.1,Safe
2026-03-18 08:30:08 UTC,18,24,224.0,245.7,29.3,64.1,Safe
2026-03-18 08:30:18 UTC,22,25,246.93,266.18,29.4,64.2,Safe
2026-03-18 08:30:28 UTC,23,27,221.13,233.41,29.4,64.1,Safe
2026-03-18 08:30:38 UTC,26,30,241.2,262.08,29.4,63.7,Safe
2026-03-18 08:30:48 UTC,29,32,210.07,229.32,29.4,63.5,Safe
2026-03-18 08:30:58 UTC,36,46,244.88,266.18,29.5,63.5,Safe
2026-03-18 08:31:08 UTC,52,65,219.08,241.6,29.4,63.4,Caution
2026-03-18 08:31:18 UTC,67,80,255.94,262.08,29.5,63.3,Caution
2026-03-18 08:31:28 UTC,74,83,246.11,262.08,29.4,63.4,Caution
2026-03-18 08:31:38 UTC,63,77,223.18,241.6,29.5,63.2,Caution
2026-03-18 08:31:48 UTC,51,66,239.97,266.18,29.5,62.9,Caution
2026-03-18 08:31:58 UTC,44,56,230.96,237.51,29.5,62.9,Safe
2026-03-18 08:32:08 UTC,35,43,237.1,249.79,29.5,62.9,Safe
2026-03-18 08:32:18 UTC,27,31,226.04,237.51,29.5,62.7,Safe
2026-03-18 08:32:28 UTC,22,25,255.94,270.27,29.5,62.4,Safe
2026-03-18 08:32:38 UTC,19,20,214.99,237.51,29.5,62.5,Safe
2026-03-18 08:32:48 UTC,16,18,246.11,257.99,29.5,62.1,Safe
2026-03-18 08:32:58 UTC,13,18,241.2,262.08,29.5,61.9,Safe
2026-03-18 08:33:08 UTC,11,16,248.98,262.08,29.5,62.0,Safe
2026-03-18 08:33:18 UTC,13,17,237.1,249.79,29.5,62.3,Safe
2026-03-18 08:33:28 UTC,10,14,210.07,229.32,29.6,62.5,Safe
2026-03-18 08:33:38 UTC,9,13,244.88,257.99,29.6,62.7,Safe
2026-03-18 08:33:48 UTC,9,11,221.13,233.41,29.6,62.8,Safe
2026-03-18 08:33:58 UTC,11,13,239.97,266.18,29.6,62.8,Safe
2026-03-18 08:34:08 UTC,12,14,203.11,225.22,29.7,62.8,Safe
2026-03-18 08:34:18 UTC,14,18,233.82,253.89,29.7,63.0,Safe
2026-03-18 08:34:28 UTC,21,24,219.08,237.51,29.7,63.0,Safe
2026-03-18 08:34:38 UTC,27,30,253.89,266.18,29.8,63.2,Safe
2026-03-18 08:34:48 UTC,28,34,221.13,241.6,29.8,63.4,Safe
2026-03-18 08:34:58 UTC,28,34,233.82,253.89,29.8,63.6,Safe
2026-03-18 08:35:08 UTC,29,35,242.83,257.99,29.9,63.9,Safe
2026-03-18 08:35:18 UTC,31,35,208.03,233.41,29.9,64.0,Safe
2026-03-18 08:35:28 UTC,32,40,253.07,262.08,29.9,64.0,Safe
2026-03-18 08:35:38 UTC,34,43,230.14,241.6,30.0,64.0,Safe
2026-03-18 08:35:48 UTC,32,41,244.88,253.89,30.0,64.0,Safe
2026-03-18 08:35:58 UTC,31,38,224.0,241.6,30.0,63.6,Safe
2026-03-18 08:36:08 UTC,29,33,239.97,245.7,30.1,63.5,Safe
2026-03-18 08:36:18 UTC,28,31,221.95,241.6,30.1,62.9,Safe
2026-03-18 08:36:28 UTC,26,28,255.12,262.08,30.1,62.9,Safe
2026-03-18 08:36:38 UTC,23,25,251.84,262.08,30.2,62.9,Safe
2026-03-18 08:36:48 UTC,25,27,251.02,266.18,30.2,63.0,Safe
2026-03-18 08:36:58 UTC,27,29,253.89,270.27,30.2,62.7,Safe
2026-03-18 08:37:08 UTC,25,28,214.17,229.32,30.2,62.7,Safe
2026-03-18 08:37:18 UTC,24,26,251.84,266.18,30.2,62.6,Safe
2026-03-18 08:37:28 UTC,22,23,224.82,237.51,30.2,62.4,Safe
2026-03-18 08:37:38 UTC,20,20,237.92,257.99,30.2,62.3,Safe
2026-03-18 08:37:48 UTC,21,21,221.95,237.51,30.3,62.3,Safe
2026-03-18 08:37:58 UTC,19,24,253.07,266.18,30.3,62.3,Safe
2026-03-18 08:38:08 UTC,20,23,221.95,237.51,30.3,62.4,Safe
2026-03-18 08:38:18 UTC,23,26,244.88,257.99,30.3,62.6,Safe
2026-03-18 08:38:28 UTC,26,29,233.82,237.51,30.3,62.7,Safe
2026-03-18 08:38:38 UTC,28,30,255.94,262.08,30.4,62.7,Safe
2026-03-18 08:38:48 UTC,26,31,251.02,257.99,30.4,62.6,Safe
2026-03-18 08:38:58 UTC,25,29,224.82,241.6,30.4,62.5,Safe
2026-03-18 08:39:08 UTC,22,25,253.07,262.08,30.5,62.3,Safe
2026-03-18 08:39:18 UTC,22,24,223.18,229.32,30.5,62.1,Safe
2026-03-18 08:39:28 UTC,19,20,253.07,270.27,30.5,62.1,Safe
2026-03-18 08:39:38 UTC,18,19,226.86,241.6,30.6,62.0,Safe
2026-03-18 08:39:48 UTC,20,21,251.84,266.18,30.6,62.0,Safe
2026-03-18 08:39:58 UTC,19,21,224.0,241.6,30.6,62.0,Safe
2026-03-18 08:40:08 UTC,19,20,250.2,270.27,30.7,61.9,Safe
2026-03-18 08:40:18 UTC,18,21,253.07,270.27,30.7,61.4,Safe
2026-03-18 08:40:28 UTC,18,21,255.94,266.18,30.7,61.4,Safe
2026-03-18 08:40:38 UTC,20,20,253.07,270.27,30.7,61.3,Safe
2026-03-18 08:40:48 UTC,21,23,226.86,241.6,30.7,61.1,Safe
2026-03-18 08:40:58 UTC,35,42,246.93,257.99,30.8,61.1,Safe
2026-03-18 08:41:08 UTC,43,54,224.0,241.6,30.8,60.7,Safe
2026-03-18 08:41:18 UTC,45,57,251.02,257.99,30.8,60.6,Safe
2026-03-18 08:41:28 UTC,43,53,223.18,237.51,30.8,60.2,Safe
2026-03-18 08:41:38 UTC,40,47,244.88,253.89,30.8,59.7,Safe
2026-03-18 08:41:48 UTC,36,43,210.07,225.22,30.8,59.8,Safe
2026-03-18 08:41:58 UTC,33,41,253.89,266.18,30.8,59.7,Safe
2026-03-18 08:42:08 UTC,28,35,210.07,225.22,30.8,59.8,Safe
2026-03-18 08:42:18 UTC,24,29,255.12,262.08,30.9,59.2,Safe
2026-03-18 08:42:28 UTC,21,25,242.83,245.7,30.8,59.0,Safe
2026-03-18 08:42:38 UTC,19,21,221.13,237.51,30.8,59.1,Safe
2026-03-18 08:42:48 UTC,16,18,244.88,266.18,30.8,59.1,Safe
2026-03-18 08:42:58 UTC,15,18,223.18,237.51,30.8,59.3,Safe
2026-03-18 08:43:08 UTC,14,16,258.8,266.18,30.8,59.2,Safe
2026-03-18 08:43:18 UTC,14,18,224.82,241.6,30.8,59.0,Safe
2026-03-18 08:43:28 UTC,11,15,262.08,266.18,30.8,58.9,Safe
2026-03-18 08:43:38 UTC,10,16,219.08,237.51,30.7,59.1,Safe
2026-03-18 08:43:48 UTC,10,15,246.11,257.99,30.7,59.1,Safe
2026-03-18 08:43:58 UTC,9,15,242.83,262.08,30.8,59.1,Safe
2026-03-18 08:44:08 UTC,10,13,214.17,225.22,30.8,59.2,Safe
2026-03-18 08:44:18 UTC,10,10,257.99,257.99,30.8,59.1,Safe
2026-03-18 08:44:28 UTC,9,9,221.13,237.51,30.9,59.2,Safe
2026-03-18 08:44:38 UTC,7,9,246.93,262.08,30.9,59.2,Safe
2026-03-18 08:44:48 UTC,8,9,228.91,241.6,30.9,59.2,Safe
2026-03-18 08:44:58 UTC,11,12,250.2,262.08,31.0,59.1,Safe
2026-03-18 08:45:08 UTC,14,15,224.82,229.32,31.0,58.8,Safe
2026-03-18 08:45:18 UTC,15,16,250.2,262.08,31.1,58.7,Safe
2026-03-18 08:45:28 UTC,14,16,237.1,249.79,31.1,58.6,Safe
2026-03-18 08:45:38 UTC,12,17,253.07,266.18,31.1,58.6,Safe
2026-03-18 08:45:48 UTC,10,18,224.0,237.51,31.1,58.5,Safe
2026-03-18 08:45:58 UTC,10,18,226.04,233.41,31.2,58.4,Safe
2026-03-18 08:46:08 UTC,12,18,242.83,257.99,31.2,58.3,Safe
2026-03-18 08:46:18 UTC,12,19,228.91,237.51,31.1,57.9,Safe
2026-03-18 08:46:28 UTC,10,17,250.2,266.18,31.1,57.9,Safe
2026-03-18 08:46:38 UTC,10,16,230.96,241.6,31.1,58.1,Safe
2026-03-18 08:46:48 UTC,11,18,253.07,262.08,31.0,58.2,Safe
2026-03-18 08:46:58 UTC,11,18,233.01,241.6,31.1,58.3,Safe
2026-03-18 08:47:08 UTC,11,18,251.02,266.18,31.1,58.4,Safe
2026-03-18 08:47:18 UTC,11,18,233.01,241.6,31.1,58.5,Safe
2026-03-18 08:47:28 UTC,11,18,253.89,266.18,31.1,58.5,Safe
2026-03-18 08:47:38 UTC,8,16,248.16,266.18,31.1,58.7,Safe
2026-03-18 08:47:48 UTC,8,16,230.96,241.6,31.1,59.0,Safe
2026-03-18 08:47:58 UTC,9,14,251.84,262.08,31.1,58.9,Safe
2026-03-18 08:48:08 UTC,8,12,228.09,237.51,31.1,58.8,Safe
2026-03-18 08:48:18 UTC,8,12,250.2,270.27,31.2,58.7,Safe
2026-03-18 08:48:28 UTC,8,11,212.94,229.32,31.1,58.7,Safe
2026-03-18 08:48:38 UTC,6,8,250.2,270.27,31.1,58.8,Safe
2026-03-18 08:48:48 UTC,7,9,226.86,241.6,31.1,58.5,Safe
2026-03-18 08:48:58 UTC,9,11,253.89,266.18,31.0,58.3,Safe
2026-03-18 08:49:08 UTC,9,12,250.2,266.18,31.0,58.3,Safe
2026-03-18 08:49:18 UTC,8,12,255.94,266.18,31.0,58.5,Safe
2026-03-18 08:49:28 UTC,9,15,224.0,237.51,31.0,58.8,Safe
2026-03-18 08:49:38 UTC,9,16,228.91,237.51,31.1,58.6,Safe
2026-03-18 08:49:48 UTC,12,16,257.99,262.08,31.1,58.9,Safe
2026-03-18 08:49:58 UTC,11,17,226.04,237.51,31.1,58.9,Safe
2026-03-18 08:50:08 UTC,9,14,253.07,257.99,31.1,58.8,Safe
2026-03-18 08:50:18 UTC,10,14,230.96,233.41,31.1,58.9,Safe
2026-03-18 08:50:28 UTC,10,14,250.2,270.27,31.2,58.9,Safe
2026-03-18 08:50:38 UTC,10,14,215.81,241.6,31.2,59.0,Safe
2026-03-18 08:50:48 UTC,10,15,246.93,262.08,31.2,59.0,Safe
2026-03-18 08:50:58 UTC,9,13,224.82,237.51,31.3,58.9,Safe
2026-03-18 08:51:08 UTC,10,13,242.83,257.99,31.3,58.9,Safe
2026-03-18 08:51:18 UTC,9,13,253.07,266.18,31.3,59.0,Safe
2026-03-18 08:51:28 UTC,9,12,233.82,241.6,31.3,59.1,Safe
2026-03-18 08:51:38 UTC,9,11,237.1,249.79,31.3,59.0,Safe
2026-03-18 08:51:48 UTC,10,14,219.9,233.41,31.3,58.8,Safe
2026-03-18 08:51:58 UTC,10,16,237.1,257.99,31.3,58.5,Safe
2026-03-18 08:52:08 UTC,10,17,221.13,241.6,31.2,58.3,Safe
2026-03-18 08:52:18 UTC,9,17,253.89,262.08,31.2,58.6,Safe
2026-03-18 08:52:28 UTC,10,16,217.03,233.41,31.2,58.7,Safe
2026-03-18 08:52:38 UTC,9,13,255.12,262.08,31.2,58.8,Safe
2026-03-18 08:52:48 UTC,8,10,253.89,257.99,31.3,58.9,Safe
2026-03-18 08:52:58 UTC,9,10,255.94,270.27,31.3,59.0,Safe
2026-03-18 08:53:08 UTC,9,10,255.12,266.18,31.3,59.0,Safe
2026-03-18 08:53:18 UTC,12,12,239.97,245.7,31.4,58.7,Safe
2026-03-18 08:53:28 UTC,12,14,257.99,270.27,31.4,58.3,Safe
2026-03-18 08:53:38 UTC,10,14,226.04,241.6,31.4,57.8,Safe
2026-03-18 08:53:48 UTC,11,12,244.88,266.18,31.4,58.1,Safe
2026-03-18 08:53:58 UTC,11,16,221.95,229.32,31.4,58.2,Safe
2026-03-18 08:54:08 UTC,11,15,248.98,266.18,31.5,58.3,Safe
2026-03-18 08:54:18 UTC,11,14,217.85,237.51,31.5,57.9,Safe
2026-03-18 08:54:28 UTC,11,13,250.2,262.08,31.5,57.9,Safe
2026-03-18 08:54:38 UTC,10,12,228.09,241.6,31.5,57.5,Safe
2026-03-18 08:54:48 UTC,12,16,244.88,266.18,31.6,57.5,Safe
2026-03-18 08:54:58 UTC,11,19,250.2,266.18,31.6,57.4,Safe
2026-03-18 08:55:08 UTC,11,19,226.04,237.51,31.6,57.3,Safe
2026-03-18 08:55:18 UTC,11,19,250.2,253.89,31.6,57.2,Safe
2026-03-18 08:55:28 UTC,12,19,224.82,233.41,31.7,57.2,Safe
2026-03-18 08:55:38 UTC,10,18,255.94,262.08,31.7,57.4,Safe
2026-03-18 08:55:48 UTC,10,16,230.96,241.6,31.7,57.3,Safe
2026-03-18 08:55:58 UTC,8,13,246.11,262.08,31.7,57.1,Safe
2026-03-18 08:56:08 UTC,9,12,212.94,229.32,31.8,56.9,Safe
2026-03-18 08:56:18 UTC,10,13,257.17,266.18,31.8,56.9,Safe
2026-03-18 08:56:28 UTC,11,14,257.99,270.27,31.8,56.8,Safe
2026-03-18 08:56:38 UTC,11,14,226.04,233.41,31.8,56.7,Safe
2026-03-18 08:56:48 UTC,10,11,253.89,270.27,31.8,56.4,Safe
2026-03-18 08:56:58 UTC,11,11,228.09,233.41,31.9,56.4,Safe
2026-03-18 08:57:08 UTC,11,14,255.94,262.08,31.9,56.2,Safe
2026-03-18 08:57:18 UTC,10,13,224.82,241.6,31.9,56.1,Safe
2026-03-18 08:57:28 UTC,10,15,241.2,257.99,31.9,56.1,Safe
2026-03-18 08:57:38 UTC,10,14,226.86,237.51,31.9,56.2,Safe
2026-03-18 08:57:48 UTC,8,11,241.2,257.99,31.9,56.3,Safe
2026-03-18 08:57:58 UTC,7,10,244.06,257.99,31.9,56.4,Safe
2026-03-18 08:58:08 UTC,7,12,248.98,270.27,31.9,56.4,Safe
2026-03-18 08:58:18 UTC,8,12,224.0,237.51,31.8,56.5,Safe
2026-03-18 08:58:28 UTC,8,11,239.15,241.6,31.8,56.7,Safe
2026-03-18 08:58:38 UTC,9,12,251.02,257.99,31.8,56.8,Safe
2026-03-18 08:58:48 UTC,8,11,224.82,241.6,31.8,56.8,Safe
2026-03-18 08:58:58 UTC,7,9,255.94,257.99,31.8,57.1,Safe
2026-03-18 08:59:08 UTC,7,8,224.82,237.51,31.8,57.0,Safe
2026-03-18 08:59:18 UTC,9,10,246.11,262.08,31.7,57.2,Safe
2026-03-18 08:59:28 UTC,10,12,221.13,245.7,31.7,57.4,Safe
2026-03-18 08:59:38 UTC,9,10,255.12,262.08,31.8,57.5,Safe
2026-03-18 08:59:48 UTC,11,12,217.03,241.6,31.8,57.7,Safe
2026-03-18 08:59:58 UTC,10,11,241.2,253.89,31.8,57.7,Safe
2026-03-18 09:00:08 UTC,10,13,246.11,266.18,31.8,57.7,Safe
2026-03-18 09:00:18 UTC,9,10,224.82,237.51,31.8,57.8,Safe
2026-03-18 09:00:28 UTC,10,13,253.07,266.18,31.8,57.7,Safe
2026-03-18 09:00:38 UTC,10,16,228.09,241.6,31.8,57.4,Safe
2026-03-18 09:00:48 UTC,10,17,250.2,266.18,31.8,57.5,Safe
2026-03-18 09:00:58 UTC,11,18,210.89,229.32,31.8,57.5,Safe
