Timestamp,PM25,PM10,MQ2_PPM,MQ7_PPM,Temp,Hum,Status
2026-03-19 08:39:20 UTC,19,26,34.63,9.11,30.4,59.9,Caution
2026-03-19 08:39:30 UTC,20,25,32.86,8.89,30.5,60.0,Safe
2026-03-19 08:39:40 UTC,20,25,36.19,9.21,30.5,59.9,Caution
2026-03-19 08:39:50 UTC,19,24,33.86,8.93,30.5,60.0,Safe
2026-03-19 08:40:00 UTC,20,23,37.29,9.29,30.5,60.2,Caution
2026-03-19 08:40:10 UTC,19,22,32.43,8.79,30.5,60.2,Safe
2026-03-19 08:40:20 UTC,19,22,35.95,9.21,30.5,60.0,Caution
2026-03-19 08:40:30 UTC,19,23,33.86,8.93,30.5,60.2,Safe
2026-03-19 08:40:40 UTC,20,23,34.57,8.93,30.6,60.4,Safe
2026-03-19 08:40:50 UTC,21,23,36.26,9.14,30.6,60.4,Caution
2026-03-19 08:41:00 UTC,21,22,33.8,8.93,30.6,60.2,Safe
2026-03-19 08:41:10 UTC,19,21,36.84,9.21,30.6,60.1,Caution
2026-03-19 08:41:20 UTC,19,21,33.64,8.89,30.6,60.3,Safe
2026-03-19 08:41:30 UTC,19,22,36.26,9.21,30.6,60.7,Caution
2026-03-19 08:41:40 UTC,19,22,32.65,8.75,30.6,60.4,Safe
2026-03-19 08:41:50 UTC,20,21,35.95,9.21,30.6,60.0,Caution
2026-03-19 08:42:00 UTC,21,22,33.64,8.89,30.6,59.9,Safe
2026-03-19 08:42:10 UTC,20,22,36.26,9.21,30.6,59.9,Caution
2026-03-19 08:42:20 UTC,17,23,34.89,9.07,30.6,60.0,Caution
2026-03-19 08:42:30 UTC,19,23,32.19,8.72,30.7,59.9,Safe
2026-03-19 08:42:40 UTC,19,23,35.45,9.18,30.7,59.8,Caution
2026-03-19 08:42:50 UTC,19,23,31.92,8.79,30.7,59.7,Safe
2026-03-19 08:43:00 UTC,20,22,34.57,9.03,30.7,59.4,Caution
2026-03-19 08:43:10 UTC,21,22,32.65,8.82,30.6,59.1,Safe
2026-03-19 08:43:20 UTC,21,23,35.12,9.14,30.7,59.2,Caution
2026-03-19 08:43:30 UTC,19,22,32.8,8.82,30.7,59.2,Safe
2026-03-19 08:43:40 UTC,20,24,35.22,9.14,30.7,59.2,Caution
2026-03-19 08:43:50 UTC,21,24,31.39,8.65,30.6,59.1,Safe
2026-03-19 08:44:00 UTC,21,24,34.24,9.0,30.7,59.3,Caution
2026-03-19 08:44:10 UTC,19,22,32.49,8.75,30.7,59.3,Safe
2026-03-19 08:44:20 UTC,17,22,32.13,8.79,30.7,59.0,Safe
2026-03-19 08:44:30 UTC,16,22,35.06,9.11,30.7,58.6,Caution
2026-03-19 08:44:40 UTC,16,24,31.27,8.72,30.7,58.4,Safe
2026-03-19 08:44:50 UTC,16,22,34.24,9.03,30.7,58.4,Caution
2026-03-19 08:45:00 UTC,18,23,32.58,8.82,30.6,58.3,Safe
2026-03-19 08:45:10 UTC,16,21,34.96,9.11,30.6,58.3,Caution
2026-03-19 08:45:20 UTC,16,22,31.92,8.79,30.5,58.1,Safe
2026-03-19 08:45:30 UTC,16,23,33.86,9.03,30.5,58.2,Caution
2026-03-19 08:45:40 UTC,16,22,32.13,8.79,30.5,58.2,Safe
2026-03-19 08:45:50 UTC,16,21,34.89,9.11,30.4,58.3,Caution
2026-03-19 08:46:00 UTC,16,20,34.4,9.11,30.4,58.4,Caution
2026-03-19 08:46:10 UTC,16,20,30.83,8.72,30.4,58.5,Safe
2026-03-19 08:46:20 UTC,15,19,34.4,9.07,30.4,58.4,Caution
2026-03-19 08:46:30 UTC,15,18,32.19,8.79,30.3,58.5,Safe
2026-03-19 08:46:40 UTC,15,19,34.24,9.11,30.3,58.7,Caution
2026-03-19 08:46:50 UTC,14,19,31.04,8.72,30.3,58.9,Safe
2026-03-19 08:47:00 UTC,13,19,34.79,9.18,30.4,59.0,Caution
2026-03-19 08:47:10 UTC,14,22,31.53,8.75,30.4,59.1,Safe
2026-03-19 08:47:20 UTC,15,21,34.73,9.11,30.5,59.3,Caution
2026-03-19 08:47:30 UTC,16,21,30.83,8.75,30.5,59.4,Safe
2026-03-19 08:47:40 UTC,16,20,34.63,9.11,30.5,59.4,Caution
2026-03-19 08:47:50 UTC,16,20,31.92,8.79,30.6,59.6,Safe
2026-03-19 08:48:00 UTC,18,21,31.04,8.65,30.6,59.6,Safe
2026-03-19 08:48:10 UTC,17,22,34.24,9.07,30.6,59.3,Caution
2026-03-19 08:48:20 UTC,17,22,31.47,8.79,30.6,58.9,Safe
2026-03-19 08:48:30 UTC,19,22,34.34,9.11,30.7,58.8,Caution
2026-03-19 08:48:40 UTC,18,23,31.62,8.75,30.7,58.9,Safe
2026-03-19 08:48:50 UTC,19,22,34.08,9.11,30.7,58.5,Caution
2026-03-19 08:49:00 UTC,18,19,31.33,8.75,30.7,58.3,Safe
2026-03-19 08:49:10 UTC,19,21,34.73,9.07,30.7,58.1,Caution
2026-03-19 08:49:20 UTC,18,23,30.98,8.65,30.6,58.2,Safe
2026-03-19 08:49:30 UTC,19,23,33.8,9.11,30.7,58.6,Caution
2026-03-19 08:49:40 UTC,20,24,33.86,9.07,30.7,58.5,Caution
2026-03-19 08:49:50 UTC,20,22,31.39,8.75,30.7,58.5,Safe
2026-03-19 08:50:00 UTC,21,26,34.02,9.03,30.8,58.6,Caution
2026-03-19 08:50:10 UTC,21,26,31.47,8.79,30.8,58.8,Safe
2026-03-19 08:50:20 UTC,20,26,33.86,9.11,30.8,59.0,Caution
2026-03-19 08:50:30 UTC,22,25,31.27,8.75,30.9,58.9,Safe
2026-03-19 08:50:40 UTC,22,23,34.57,9.07,30.9,58.9,Caution
2026-03-19 08:50:50 UTC,23,23,30.35,8.62,30.9,58.8,Safe
2026-03-19 08:51:00 UTC,23,25,33.92,9.07,30.9,58.3,Caution
2026-03-19 08:51:10 UTC,23,25,31.68,8.75,30.9,58.2,Safe
2026-03-19 08:51:20 UTC,23,25,34.34,9.07,30.9,58.3,Caution
2026-03-19 08:51:30 UTC,23,26,30.83,8.65,30.9,58.5,Safe
2026-03-19 08:51:40 UTC,23,27,33.86,9.07,30.9,58.6,Caution
2026-03-19 08:51:50 UTC,22,27,32.8,8.93,31.0,58.7,Safe
2026-03-19 08:52:00 UTC,22,26,31.39,8.75,31.0,58.8,Safe
2026-03-19 08:52:10 UTC,22,26,33.33,8.93,31.0,58.8,Safe
2026-03-19 08:52:20 UTC,24,26,30.69,8.72,31.0,58.7,Safe
2026-03-19 08:52:30 UTC,27,29,33.86,9.07,31.0,58.7,Caution
2026-03-19 08:52:40 UTC,26,27,31.18,8.79,31.0,58.6,Safe
2026-03-19 08:52:50 UTC,25,27,32.8,8.96,31.1,58.3,Caution
2026-03-19 08:53:00 UTC,23,25,31.27,8.72,31.1,58.2,Safe
2026-03-19 08:53:10 UTC,23,25,33.92,9.07,31.1,58.1,Caution
2026-03-19 08:53:20 UTC,24,26,33.8,9.07,31.1,57.8,Caution
2026-03-19 08:53:30 UTC,24,27,33.86,9.03,31.1,57.7,Caution
2026-03-19 08:53:40 UTC,25,28,33.92,9.03,31.1,57.9,Caution
2026-03-19 08:53:50 UTC,24,27,30.4,8.65,31.2,57.8,Safe
2026-03-19 08:54:00 UTC,24,29,33.39,9.11,31.2,57.3,Caution
2026-03-19 08:54:10 UTC,24,30,30.35,8.65,31.2,57.2,Safe
2026-03-19 08:54:20 UTC,25,28,34.4,9.07,31.2,57.1,Caution
2026-03-19 08:54:30 UTC,23,26,31.92,8.79,31.2,57.1,Safe
2026-03-19 08:54:40 UTC,21,25,33.92,9.07,31.2,57.1,Caution
2026-03-19 08:54:50 UTC,21,26,30.35,8.62,31.2,57.2,Safe
2026-03-19 08:55:00 UTC,20,26,34.24,9.03,31.2,57.2,Caution
2026-03-19 08:55:10 UTC,22,28,31.33,8.72,31.3,57.4,Safe
2026-03-19 08:55:20 UTC,22,25,33.39,8.96,31.3,57.3,Caution
2026-03-19 08:55:30 UTC,22,24,33.8,9.03,31.3,57.3,Caution
2026-03-19 08:55:40 UTC,22,24,30.54,8.65,31.3,57.2,Safe
2026-03-19 08:55:50 UTC,22,24,33.86,9.07,31.3,57.3,Caution
2026-03-19 08:56:00 UTC,22,26,30.49,8.68,31.3,57.2,Safe
2026-03-19 08:56:10 UTC,21,25,33.86,9.03,31.3,57.0,Caution
2026-03-19 08:56:20 UTC,19,24,30.35,8.62,31.3,56.9,Safe
2026-03-19 08:56:30 UTC,21,24,33.86,9.07,31.3,56.9,Caution
2026-03-19 08:56:40 UTC,22,24,30.01,8.65,31.4,56.7,Safe
2026-03-19 08:56:50 UTC,23,27,33.17,9.0,31.3,56.8,Caution
2026-03-19 08:57:00 UTC,23,27,33.86,9.07,31.4,56.7,Caution
2026-03-19 08:57:10 UTC,24,28,33.7,9.07,31.4,56.7,Caution
2026-03-19 08:57:20 UTC,24,28,33.86,9.07,31.4,56.6,Caution
2026-03-19 08:57:30 UTC,23,27,31.12,8.75,31.4,56.7,Safe
2026-03-19 08:57:40 UTC,24,26,33.8,8.96,31.5,56.9,Caution
2026-03-19 08:57:50 UTC,23,26,30.98,8.72,31.4,57.0,Safe
2026-03-19 08:58:00 UTC,22,26,33.54,9.0,31.5,57.1,Caution
2026-03-19 08:58:10 UTC,23,27,30.69,8.72,31.5,57.2,Safe
2026-03-19 08:58:20 UTC,24,29,33.64,9.07,31.5,57.4,Caution
2026-03-19 08:58:30 UTC,24,28,30.35,8.68,31.5,57.4,Safe
2026-03-19 08:58:40 UTC,23,28,32.86,8.96,31.6,57.3,Caution
2026-03-19 08:58:50 UTC,22,27,31.27,8.72,31.6,57.3,Safe
2026-03-19 08:59:00 UTC,23,26,33.64,9.0,31.6,57.3,Caution
2026-03-19 08:59:10 UTC,23,26,33.64,9.07,31.7,57.2,Caution
2026-03-19 08:59:20 UTC,23,27,31.33,8.79,31.7,57.2,Safe
2026-03-19 08:59:30 UTC,24,26,33.8,9.07,31.7,56.8,Caution
2026-03-19 08:59:40 UTC,24,27,31.27,8.75,31.7,56.6,Safe
2026-03-19 08:59:50 UTC,25,27,33.7,9.07,31.7,56.6,Caution
2026-03-19 09:00:00 UTC,25,27,31.12,8.72,31.7,56.4,Safe
2026-03-19 09:00:10 UTC,23,24,33.86,9.03,31.8,56.9,Caution
2026-03-19 09:00:20 UTC,22,24,30.35,8.65,31.8,57.0,Safe
2026-03-19 09:00:30 UTC,23,25,33.02,8.96,31.8,57.0,Caution
2026-03-19 09:00:40 UTC,23,25,33.92,9.07,31.8,57.1,Caution
2026-03-19 09:00:50 UTC,20,26,31.53,8.79,31.9,57.1,Safe
2026-03-19 09:01:00 UTC,22,30,33.64,9.03,31.9,56.9,Caution
2026-03-19 09:01:10 UTC,23,29,30.35,8.62,31.9,56.6,Safe
2026-03-19 09:01:20 UTC,24,29,33.17,9.03,31.9,56.4,Caution
2026-03-19 09:01:30 UTC,24,27,30.49,8.65,31.9,56.3,Safe
2026-03-19 09:01:40 UTC,24,27,33.86,9.07,31.9,56.5,Caution
2026-03-19 09:01:50 UTC,24,27,29.92,8.62,32.0,56.5,Safe
2026-03-19 09:02:00 UTC,24,26,33.86,9.03,32.0,56.5,Caution
2026-03-19 09:02:10 UTC,22,25,31.27,8.72,32.0,56.4,Safe
2026-03-19 09:02:20 UTC,23,27,33.48,9.03,32.0,56.4,Caution
2026-03-19 09:02:30 UTC,24,25,30.75,8.68,32.0,56.4,Safe
2026-03-19 09:02:40 UTC,23,26,30.83,8.65,32.0,56.4,Safe
2026-03-19 09:02:50 UTC,24,26,33.86,9.07,32.0,56.5,Caution
2026-03-19 09:03:00 UTC,23,27,31.18,8.68,32.1,56.5,Safe
2026-03-19 09:03:10 UTC,23,28,33.86,9.07,32.1,56.4,Caution
2026-03-19 09:03:20 UTC,21,29,30.26,8.65,32.1,56.2,Safe
2026-03-19 09:03:30 UTC,22,26,33.86,9.03,32.1,56.0,Caution
2026-03-19 09:03:40 UTC,23,25,30.35,8.65,32.1,55.4,Safe
2026-03-19 09:03:50 UTC,23,25,33.11,9.03,32.1,55.3,Caution
2026-03-19 09:04:00 UTC,20,21,30.35,8.65,32.1,55.4,Safe
2026-03-19 09:04:10 UTC,20,21,33.86,9.07,32.1,55.8,Caution
2026-03-19 09:04:20 UTC,22,25,33.64,9.03,32.1,55.9,Caution
2026-03-19 09:04:30 UTC,21,28,31.47,8.72,32.1,55.9,Safe
2026-03-19 09:04:40 UTC,22,29,32.71,8.93,32.1,55.9,Safe
2026-03-19 09:04:50 UTC,22,29,31.12,8.68,32.1,56.0,Safe
2026-03-19 09:05:00 UTC,21,27,33.8,9.03,32.1,55.9,Caution
2026-03-19 09:05:10 UTC,21,26,31.04,8.68,32.1,56.1,Safe
2026-03-19 09:05:20 UTC,20,25,32.8,8.93,32.1,56.2,Safe
2026-03-19 09:05:30 UTC,19,23,30.49,8.72,32.1,56.4,Safe
2026-03-19 09:05:40 UTC,19,25,33.48,9.07,32.2,56.5,Caution
2026-03-19 09:05:50 UTC,19,26,31.04,8.75,32.2,56.3,Safe
2026-03-19 09:06:00 UTC,20,26,33.39,9.03,32.2,56.4,Caution
2026-03-19 09:06:10 UTC,21,25,29.5,8.62,32.2,56.2,Safe
2026-03-19 09:06:20 UTC,21,25,30.98,8.75,32.2,56.0,Safe
2026-03-19 09:06:30 UTC,23,25,32.65,8.93,32.2,55.9,Safe
2026-03-19 09:06:40 UTC,23,25,31.04,8.75,32.2,55.3,Safe
2026-03-19 09:06:50 UTC,20,26,33.7,9.0,32.2,55.1,Caution
2026-03-19 09:07:00 UTC,20,26,30.75,8.72,32.1,55.1,Safe
2026-03-19 09:07:10 UTC,22,27,33.48,9.07,32.1,55.1,Caution
2026-03-19 09:07:20 UTC,22,27,30.49,8.68,32.1,55.1,Safe
2026-03-19 09:07:30 UTC,21,26,33.54,9.03,32.1,55.3,Caution
2026-03-19 09:07:40 UTC,22,27,30.63,8.72,32.1,55.4,Safe
2026-03-19 09:07:50 UTC,21,27,33.39,9.07,32.2,55.2,Caution
2026-03-19 09:08:00 UTC,20,25,33.7,9.0,32.2,55.2,Caution
2026-03-19 09:08:10 UTC,20,22,30.83,8.68,32.2,55.4,Safe
2026-03-19 09:08:20 UTC,20,26,33.54,9.0,32.2,55.5,Caution
2026-03-19 09:08:30 UTC,21,27,29.73,8.62,32.2,55.7,Safe
2026-03-19 09:08:40 UTC,21,23,33.39,9.03,32.2,55.9,Caution
2026-03-19 09:08:50 UTC,21,21,30.2,8.62,32.3,56.2,Safe
2026-03-19 09:09:00 UTC,22,22,33.48,9.03,32.3,56.1,Caution
2026-03-19 09:09:10 UTC,21,22,31.12,8.72,32.3,55.9,Safe
2026-03-19 09:09:20 UTC,21,22,33.64,9.07,32.3,55.5,Caution
2026-03-19 09:09:30 UTC,21,24,30.83,8.72,32.4,55.2,Safe
2026-03-19 09:09:40 UTC,22,25,33.8,9.03,32.4,55.0,Caution
2026-03-19 09:09:50 UTC,24,25,31.04,8.72,32.4,55.0,Safe
2026-03-19 09:10:00 UTC,24,24,30.49,8.72,32.3,55.2,Safe
2026-03-19 09:10:10 UTC,24,26,33.8,9.0,32.4,55.6,Caution
2026-03-19 09:10:20 UTC,25,27,31.04,8.75,32.4,55.6,Safe
2026-03-19 09:10:30 UTC,25,27,33.17,9.03,32.5,55.6,Caution
2026-03-19 09:10:40 UTC,25,27,31.04,8.68,32.5,55.7,Safe
2026-03-19 09:10:50 UTC,25,27,33.48,9.03,32.5,55.6,Caution
2026-03-19 09:11:00 UTC,26,30,30.83,8.68,32.5,55.3,Safe
2026-03-19 09:11:10 UTC,27,29,33.02,9.07,32.5,54.7,Caution
2026-03-19 09:11:20 UTC,26,27,30.35,8.62,32.5,54.2,Safe
2026-03-19 09:11:30 UTC,27,28,33.8,9.03,32.5,54.0,Caution
2026-03-19 09:11:40 UTC,26,31,32.28,8.93,32.5,54.2,Safe
2026-03-19 09:11:50 UTC,26,30,31.12,8.75,32.6,54.2,Safe
2026-03-19 09:12:00 UTC,25,29,33.86,9.07,32.6,54.1,Caution
2026-03-19 09:12:10 UTC,25,28,29.73,8.62,32.6,54.4,Safe
2026-03-19 09:12:20 UTC,24,27,33.54,8.96,32.6,54.6,Caution
2026-03-19 09:12:30 UTC,25,28,30.4,8.68,32.6,54.6,Safe
2026-03-19 09:12:40 UTC,26,29,33.64,9.03,32.6,54.8,Caution
2026-03-19 09:12:50 UTC,27,30,30.63,8.68,32.6,55.2,Safe
2026-03-19 09:13:00 UTC,26,28,32.8,8.96,32.6,55.1,Caution
2026-03-19 09:13:10 UTC,25,28,33.64,8.96,32.6,54.4,Caution
2026-03-19 09:13:20 UTC,22,25,33.7,9.03,32.7,54.0,Caution
2026-03-19 09:13:30 UTC,22,25,30.69,8.75,32.7,53.9,Safe
2026-03-19 09:13:40 UTC,21,24,29.92,8.62,32.7,53.3,Safe
2026-03-19 09:13:50 UTC,19,24,33.64,8.96,32.7,53.3,Caution
2026-03-19 09:14:00 UTC,18,24,30.98,8.68,32.7,53.4,Safe
2026-03-19 09:14:10 UTC,18,21,33.92,9.0,32.7,53.1,Caution
2026-03-19 09:14:20 UTC,17,20,30.83,8.68,32.7,51.3,Safe
2026-03-19 09:14:30 UTC,14,18,33.86,9.0,32.7,50.9,Caution
2026-03-19 09:14:40 UTC,13,18,30.2,8.55,32.7,51.2,Safe
2026-03-19 09:14:50 UTC,15,21,33.33,8.96,32.7,51.3,Caution
2026-03-19 09:15:00 UTC,16,21,30.35,8.62,32.7,51.3,Safe
2026-03-19 09:15:10 UTC,18,20,33.64,9.03,32.7,51.7,Caution
2026-03-19 09:15:20 UTC,18,19,33.39,9.0,32.7,52.2,Caution
2026-03-19 09:15:30 UTC,17,19,30.83,8.65,32.7,52.2,Safe
2026-03-19 09:15:40 UTC,17,19,33.39,9.0,32.7,52.2,Caution
2026-03-19 09:15:50 UTC,17,22,30.83,8.72,32.7,51.9,Safe
2026-03-19 09:16:00 UTC,16,20,33.48,9.03,32.7,51.5,Caution
2026-03-19 09:16:10 UTC,19,23,29.92,8.62,32.7,51.4,Safe
2026-03-19 09:16:20 UTC,20,23,33.48,9.03,32.7,51.7,Caution
2026-03-19 09:16:30 UTC,21,23,30.63,8.68,32.7,51.7,Safe
2026-03-19 09:16:40 UTC,19,24,32.86,8.96,32.7,51.9,Caution
2026-03-19 09:16:50 UTC,19,22,33.64,9.07,32.8,52.0,Caution
2026-03-19 09:17:00 UTC,19,22,33.48,9.0,32.8,52.1,Caution
2026-03-19 09:17:10 UTC,18,20,31.18,8.72,32.8,52.2,Safe
2026-03-19 09:17:20 UTC,18,20,31.47,8.68,32.8,52.8,Safe
2026-03-19 09:17:30 UTC,19,25,33.39,9.0,32.8,53.2,Caution
2026-03-19 09:17:40 UTC,21,26,30.83,8.65,32.9,53.3,Safe
2026-03-19 09:17:50 UTC,20,26,33.48,8.96,32.9,53.4,Caution
2026-03-19 09:18:00 UTC,20,25,30.69,8.65,32.9,53.5,Safe
2026-03-19 09:18:10 UTC,21,27,34.4,9.07,32.9,53.6,Caution
2026-03-19 09:18:20 UTC,22,26,30.75,8.65,32.9,53.8,Safe
2026-03-19 09:18:30 UTC,22,25,34.02,9.07,32.9,53.9,Caution
2026-03-19 09:18:40 UTC,22,26,28.21,8.35,32.9,53.9,Safe
2026-03-19 09:18:50 UTC,20,22,33.17,9.03,32.9,52.3,Caution
2026-03-19 09:19:00 UTC,19,22,33.7,8.96,32.8,50.3,Caution
2026-03-19 09:19:10 UTC,16,19,30.01,8.62,32.7,49.7,Safe
2026-03-19 09:19:20 UTC,15,18,33.11,9.03,32.5,49.6,Caution
2026-03-19 09:19:30 UTC,16,18,30.54,8.68,32.4,50.1,Safe
2026-03-19 09:19:40 UTC,15,19,35.85,9.11,32.4,50.4,Caution
2026-03-19 09:19:50 UTC,14,20,30.75,8.65,32.4,50.7,Safe
2026-03-19 09:20:00 UTC,15,20,33.48,9.03,32.4,51.0,Caution
2026-03-19 09:20:10 UTC,13,18,29.64,8.62,32.4,50.7,Safe
2026-03-19 09:20:20 UTC,14,18,33.8,9.03,32.5,50.5,Caution
2026-03-19 09:20:30 UTC,14,17,32.65,9.0,32.5,50.8,Caution
2026-03-19 09:20:40 UTC,13,17,32.65,8.93,32.5,51.0,Safe
2026-03-19 09:20:50 UTC,13,16,33.11,9.03,32.5,51.2,Caution
2026-03-19 09:21:00 UTC,12,16,30.75,8.72,32.6,51.3,Safe
2026-03-19 09:21:10 UTC,13,16,33.86,9.0,32.6,51.4,Caution
2026-03-19 09:21:20 UTC,14,17,30.69,8.75,32.7,51.5,Safe
2026-03-19 09:21:30 UTC,14,17,33.64,9.07,32.7,51.5,Caution
2026-03-19 09:21:40 UTC,14,19,30.35,8.65,32.7,51.0,Safe
2026-03-19 09:21:50 UTC,12,20,32.65,8.93,32.6,51.4,Safe
2026-03-19 09:22:00 UTC,13,19,30.63,8.72,32.6,51.9,Safe
2026-03-19 09:22:10 UTC,11,18,33.11,9.03,32.7,52.1,Caution
2026-03-19 09:22:20 UTC,14,19,30.35,8.65,32.7,52.2,Safe
2026-03-19 09:22:30 UTC,14,19,33.48,9.07,32.7,52.1,Caution
2026-03-19 09:22:40 UTC,14,20,32.86,8.96,32.7,52.1,Caution
2026-03-19 09:22:50 UTC,15,21,31.04,8.68,32.7,52.2,Safe
2026-03-19 09:23:00 UTC,13,20,32.49,8.89,32.8,52.3,Safe
2026-03-19 09:23:10 UTC,13,19,29.92,8.58,32.8,51.8,Safe
2026-03-19 09:23:20 UTC,15,20,33.64,9.0,32.8,51.5,Caution
2026-03-19 09:23:30 UTC,14,20,30.63,8.68,32.8,51.4,Safe
2026-03-19 09:23:40 UTC,13,20,33.11,8.96,32.8,51.3,Caution
2026-03-19 09:23:50 UTC,14,21,30.35,8.68,32.8,51.2,Safe
2026-03-19 09:24:00 UTC,14,20,33.39,8.96,32.8,51.1,Caution
2026-03-19 09:24:10 UTC,12,19,31.53,8.25,32.7,51.0,Safe
2026-03-19 09:24:20 UTC,9,16,33.48,9.0,32.6,50.2,Caution
2026-03-19 09:24:30 UTC,8,14,32.28,8.89,32.6,50.9,Safe
2026-03-19 09:24:40 UTC,9,14,28.79,8.51,32.6,51.1,Safe
2026-03-19 09:24:50 UTC,10,15,33.54,9.07,32.6,51.1,Caution
2026-03-19 09:25:00 UTC,10,15,30.49,8.72,32.6,51.2,Safe
2026-03-19 09:25:10 UTC,10,14,33.39,9.0,32.6,51.4,Caution
2026-03-19 09:25:20 UTC,9,11,29.31,8.55,32.6,51.5,Safe
2026-03-19 09:25:30 UTC,9,11,33.11,8.96,32.7,51.5,Caution
2026-03-19 09:25:40 UTC,9,13,30.4,8.65,32.7,50.6,Safe
2026-03-19 09:25:50 UTC,9,12,32.65,8.96,32.7,50.9,Caution
2026-03-19 09:26:00 UTC,10,12,31.04,8.65,32.7,50.8,Safe
2026-03-19 09:26:10 UTC,9,11,30.54,8.68,32.7,51.1,Safe
2026-03-19 09:26:20 UTC,11,14,32.86,9.03,32.7,51.3,Caution
2026-03-19 09:26:30 UTC,10,13,30.54,8.68,32.7,51.4,Safe
2026-03-19 09:26:40 UTC,9,12,33.11,9.0,32.8,51.4,Caution
2026-03-19 09:26:50 UTC,9,10,29.92,8.58,32.8,51.2,Safe
2026-03-19 09:27:00 UTC,10,10,32.49,8.93,32.9,51.2,Safe
2026-03-19 09:27:10 UTC,10,10,29.45,8.58,32.9,51.1,Safe
2026-03-19 09:27:20 UTC,9,11,33.64,9.0,32.9,50.6,Caution
2026-03-19 09:27:30 UTC,10,14,29.59,8.65,32.9,50.4,Safe
2026-03-19 09:27:40 UTC,11,13,34.18,9.03,32.9,50.2,Caution
2026-03-19 09:27:50 UTC,13,16,34.02,9.0,32.9,50.2,Caution
2026-03-19 09:28:00 UTC,14,21,30.63,8.65,33.0,50.5,Safe
2026-03-19 09:28:10 UTC,18,26,33.86,9.07,33.0,50.1,Caution
2026-03-19 09:28:20 UTC,19,22,30.4,8.65,32.9,49.6,Safe
2026-03-19 09:28:30 UTC,20,26,33.92,9.03,32.8,49.6,Caution
2026-03-19 09:28:40 UTC,18,25,31.04,8.72,32.8,49.9,Safe
2026-03-19 09:28:50 UTC,18,21,33.64,9.07,32.7,49.9,Caution
2026-03-19 09:29:00 UTC,16,20,30.75,8.72,32.7,50.2,Safe
2026-03-19 09:29:10 UTC,17,21,33.39,9.03,32.8,50.1,Caution
2026-03-19 09:29:20 UTC,17,21,30.01,8.62,32.8,49.9,Safe
2026-03-19 09:29:30 UTC,17,21,33.86,9.0,32.8,49.9,Caution
2026-03-19 09:29:40 UTC,18,21,30.69,8.68,32.8,49.5,Safe
2026-03-19 09:29:50 UTC,18,24,30.35,8.62,32.8,48.9,Safe
2026-03-19 09:30:00 UTC,17,23,33.11,9.0,32.8,48.3,Caution
2026-03-19 09:30:10 UTC,15,20,30.98,8.72,32.8,48.0,Safe
2026-03-19 09:30:20 UTC,11,17,33.8,9.07,32.7,47.8,Caution
2026-03-19 09:30:30 UTC,10,18,31.27,8.72,32.7,48.1,Safe
2026-03-19 09:30:40 UTC,9,18,33.8,9.0,32.7,48.6,Caution
2026-03-19 09:30:50 UTC,9,15,31.33,8.68,32.7,49.0,Safe
2026-03-19 09:31:00 UTC,7,11,33.64,9.0,32.7,49.3,Caution
2026-03-19 09:31:10 UTC,8,13,31.04,8.68,32.7,49.6,Safe
