Timestamp,PM25,PM10,Gas,CO,Temp,Hum,Status
2026-03-25 02:09:30 UTC,41,52,54.3,7.77,29.3,64.9,Caution
2026-03-25 02:09:40 UTC,42,54,57.12,7.95,29.3,65.0,Caution
2026-03-25 02:09:50 UTC,42,55,58.5,8.02,29.3,65.1,Caution
2026-03-25 02:10:00 UTC,42,54,52.93,7.71,29.3,65.2,Caution
2026-03-25 02:10:10 UTC,44,56,59.06,8.08,29.3,65.1,Caution
2026-03-25 02:10:20 UTC,45,54,54.15,7.68,29.3,65.0,Caution
2026-03-25 02:10:30 UTC,44,52,59.06,8.08,29.3,65.0,Caution
2026-03-25 02:10:40 UTC,42,50,53.18,7.68,29.4,65.0,Caution
2026-03-25 02:10:50 UTC,43,49,59.18,8.05,29.4,65.0,Caution
2026-03-25 02:11:00 UTC,43,52,52.78,7.71,29.4,64.9,Caution
2026-03-25 02:11:10 UTC,42,51,59.57,8.05,29.4,64.9,Caution
2026-03-25 02:11:20 UTC,39,49,58.89,7.99,29.4,64.9,Caution
2026-03-25 02:11:30 UTC,40,50,60.43,8.05,29.4,65.0,Caution
2026-03-25 02:11:40 UTC,40,50,58.89,8.02,29.4,64.9,Caution
2026-03-25 02:11:50 UTC,41,49,53.03,7.68,29.4,64.7,Caution
2026-03-25 02:12:00 UTC,40,49,59.06,8.02,29.4,64.5,Caution
2026-03-25 02:12:10 UTC,41,50,53.43,7.68,29.4,64.1,Caution
2026-03-25 02:12:20 UTC,42,52,55.3,7.83,29.4,64.0,Caution
2026-03-25 02:12:30 UTC,40,51,52.93,7.62,29.4,64.0,Caution
2026-03-25 02:12:40 UTC,41,49,57.01,7.95,29.4,64.1,Caution
2026-03-25 02:12:50 UTC,40,52,51.25,7.53,29.4,64.3,Caution
2026-03-25 02:13:00 UTC,40,55,56.74,7.99,29.4,64.4,Caution
2026-03-25 02:13:10 UTC,40,52,51.1,7.53,29.4,64.5,Caution
2026-03-25 02:13:20 UTC,38,49,58.89,8.02,29.4,65.0,Caution
2026-03-25 02:13:30 UTC,39,49,55.56,7.8,29.4,64.3,Caution
2026-03-25 02:13:40 UTC,38,48,51.93,7.65,29.4,63.9,Caution
2026-03-25 02:13:50 UTC,39,48,58.22,7.99,29.4,63.6,Caution
2026-03-25 02:14:00 UTC,40,48,52.68,7.62,29.5,63.6,Caution
2026-03-25 02:14:10 UTC,40,48,58.89,7.99,29.5,63.7,Caution
2026-03-25 02:14:20 UTC,41,48,51.59,7.68,29.5,63.8,Caution
2026-03-25 02:14:30 UTC,39,45,58.5,7.99,29.5,63.9,Caution
2026-03-25 02:14:40 UTC,40,49,52.53,7.56,29.5,63.6,Caution
2026-03-25 02:14:50 UTC,44,55,54.77,7.77,29.5,63.5,Caution
2026-03-25 02:15:00 UTC,43,54,57.56,7.89,29.5,63.2,Caution
2026-03-25 02:15:10 UTC,44,56,57.12,7.95,29.6,62.9,Caution
2026-03-25 02:15:20 UTC,46,58,58.05,7.92,29.5,62.6,Caution
2026-03-25 02:15:30 UTC,47,61,52.68,7.59,29.6,62.6,Caution
2026-03-25 02:15:40 UTC,47,60,56.85,7.92,29.5,62.6,Caution
2026-03-25 02:15:50 UTC,45,56,52.68,7.65,29.6,62.4,Caution
2026-03-25 02:16:00 UTC,45,55,57.83,7.99,29.6,62.5,Caution
2026-03-25 02:16:10 UTC,43,54,51.34,7.5,29.6,62.8,Caution
2026-03-25 02:16:20 UTC,44,57,58.78,7.95,29.6,63.2,Caution
2026-03-25 02:16:30 UTC,43,55,52.43,7.53,29.6,62.7,Caution
2026-03-25 02:16:40 UTC,40,55,58.33,7.99,29.6,62.2,Caution
2026-03-25 02:16:50 UTC,40,51,50.76,7.53,29.6,62.1,Caution
2026-03-25 02:17:00 UTC,40,50,57.67,7.92,29.6,62.1,Caution
2026-03-25 02:17:10 UTC,42,55,57.28,7.92,29.5,62.4,Caution
2026-03-25 02:17:20 UTC,42,57,51.83,7.56,29.6,63.4,Caution
2026-03-25 02:17:30 UTC,44,55,56.47,7.86,29.5,63.6,Caution
2026-03-25 02:17:40 UTC,42,51,52.08,7.56,29.5,63.3,Caution
2026-03-25 02:17:50 UTC,44,55,55.03,7.74,29.5,63.2,Caution
2026-03-25 02:18:00 UTC,49,61,51.34,7.56,29.5,63.2,Caution
2026-03-25 02:18:10 UTC,50,64,56.85,7.89,29.5,63.0,Caution
2026-03-25 02:18:20 UTC,50,64,51.44,7.5,29.5,62.6,Caution
2026-03-25 02:18:30 UTC,47,60,54.67,7.77,29.6,62.3,Caution
2026-03-25 02:18:40 UTC,46,58,56.63,7.86,29.6,62.2,Caution
2026-03-25 02:18:50 UTC,52,67,45.74,8.34,29.6,62.8,Caution
2026-03-25 02:19:00 UTC,53,69,46.79,8.34,29.6,63.2,Caution
2026-03-25 02:19:10 UTC,51,66,42.02,7.74,29.6,63.2,Caution
2026-03-25 02:19:20 UTC,49,67,47.15,8.27,29.6,63.2,Caution
2026-03-25 02:19:30 UTC,48,68,40.47,7.8,29.6,63.5,Caution
2026-03-25 02:19:40 UTC,49,67,42.7,8.02,29.6,63.6,Caution
2026-03-25 02:19:50 UTC,51,69,40.47,7.77,29.6,63.8,Caution
2026-03-25 02:20:00 UTC,50,66,45.44,8.15,29.6,63.6,Caution
2026-03-25 02:20:10 UTC,49,64,40.47,7.71,29.6,63.5,Caution
2026-03-25 02:20:20 UTC,53,70,43.8,8.08,29.6,63.3,Caution
2026-03-25 02:20:30 UTC,62,80,39.13,7.71,29.6,62.2,Caution
2026-03-25 02:20:40 UTC,67,84,43.88,8.05,29.6,61.7,Caution
2026-03-25 02:20:50 UTC,77,90,44.89,8.02,29.5,61.8,Caution
2026-03-25 02:21:00 UTC,122,125,38.4,7.5,29.5,62.2,Hazardous
2026-03-25 02:21:10 UTC,176,180,44.51,7.95,29.5,62.2,Hazardous
2026-03-25 02:21:20 UTC,202,207,37.89,7.56,29.5,62.4,Hazardous
2026-03-25 02:21:30 UTC,211,216,43.8,7.95,29.5,62.1,Hazardous
2026-03-25 02:21:40 UTC,218,223,36.43,7.47,29.5,62.1,Hazardous
2026-03-25 02:21:50 UTC,225,231,42.78,7.92,29.5,62.5,Hazardous
2026-03-25 02:22:00 UTC,228,233,37.29,7.65,29.4,62.2,Hazardous
2026-03-25 02:22:10 UTC,225,229,35.52,7.62,29.4,62.7,Hazardous
2026-03-25 02:22:20 UTC,227,229,40.39,8.02,29.4,62.9,Hazardous
2026-03-25 02:22:30 UTC,224,227,33.92,7.41,29.4,62.7,Hazardous
2026-03-25 02:22:40 UTC,225,229,36.43,7.65,29.4,63.0,Hazardous
2026-03-25 02:22:50 UTC,228,233,35.12,7.59,29.4,62.3,Hazardous
2026-03-25 02:23:00 UTC,227,233,38.07,7.95,29.3,62.1,Hazardous
2026-03-25 02:23:10 UTC,224,230,34.63,7.62,29.3,62.7,Hazardous
2026-03-25 02:23:20 UTC,223,227,36.67,7.92,29.3,63.4,Hazardous
2026-03-25 02:23:30 UTC,223,227,33.54,7.62,29.3,63.1,Hazardous
2026-03-25 02:23:40 UTC,220,222,37.61,7.95,29.3,62.8,Hazardous
2026-03-25 02:23:50 UTC,216,219,33.39,7.62,29.3,62.1,Hazardous
2026-03-25 02:24:00 UTC,212,215,32.19,7.47,29.2,61.8,Hazardous
2026-03-25 02:24:10 UTC,210,215,32.65,7.53,29.2,62.0,Hazardous
2026-03-25 02:24:20 UTC,210,213,32.65,7.53,29.2,62.1,Hazardous
2026-03-25 02:24:30 UTC,210,212,35.85,7.92,29.2,61.9,Hazardous
2026-03-25 02:24:40 UTC,211,213,33.11,7.65,29.1,61.9,Hazardous
2026-03-25 02:24:50 UTC,216,221,37.79,7.92,29.1,62.1,Hazardous
2026-03-25 02:25:00 UTC,216,220,32.65,7.62,29.1,62.3,Hazardous
2026-03-25 02:25:10 UTC,219,222,36.95,7.95,29.1,62.5,Hazardous
2026-03-25 02:25:20 UTC,220,224,33.02,7.62,29.1,62.6,Hazardous
2026-03-25 02:25:30 UTC,215,221,36.77,7.92,29.1,62.7,Hazardous
2026-03-25 02:25:40 UTC,218,222,32.49,7.59,29.2,62.8,Hazardous
2026-03-25 02:25:50 UTC,219,222,36.77,8.05,29.1,63.1,Hazardous
2026-03-25 02:26:00 UTC,221,224,30.75,7.47,29.1,63.1,Hazardous
2026-03-25 02:26:10 UTC,221,224,32.65,7.62,29.1,63.1,Hazardous
2026-03-25 02:26:20 UTC,221,224,32.49,7.65,29.1,62.9,Hazardous
2026-03-25 02:26:30 UTC,220,222,32.65,7.62,29.1,62.6,Hazardous
2026-03-25 02:26:40 UTC,218,221,36.19,8.02,29.1,62.5,Hazardous
2026-03-25 02:26:50 UTC,220,223,32.95,7.68,29.1,62.5,Hazardous
2026-03-25 02:27:00 UTC,224,226,35.22,7.86,29.2,62.6,Hazardous
2026-03-25 02:27:10 UTC,227,230,33.11,7.68,29.2,62.8,Hazardous
2026-03-25 02:27:20 UTC,222,226,36.84,8.02,29.2,63.1,Hazardous
2026-03-25 02:27:30 UTC,227,232,31.68,7.53,29.2,63.3,Hazardous
2026-03-25 02:27:40 UTC,223,228,37.54,7.95,29.2,63.7,Hazardous
2026-03-25 02:27:50 UTC,226,230,33.7,7.68,29.2,63.6,Hazardous
2026-03-25 02:28:00 UTC,224,226,33.33,7.62,29.2,63.2,Hazardous
2026-03-25 02:28:10 UTC,222,227,36.6,7.95,29.3,63.0,Hazardous
2026-03-25 02:28:20 UTC,225,229,33.02,7.62,29.2,62.8,Hazardous
2026-03-25 02:28:30 UTC,224,227,36.09,8.02,29.3,63.0,Hazardous
2026-03-25 02:28:40 UTC,225,226,34.4,7.65,29.3,62.9,Hazardous
2026-03-25 02:28:50 UTC,223,224,37.61,7.99,29.3,63.2,Hazardous
2026-03-25 02:29:00 UTC,227,229,33.48,7.56,29.3,63.4,Hazardous
2026-03-25 02:29:10 UTC,227,229,37.79,8.02,29.4,63.7,Hazardous
2026-03-25 02:29:20 UTC,226,228,33.8,7.62,29.4,63.6,Hazardous
2026-03-25 02:29:30 UTC,227,229,35.95,7.89,29.4,63.4,Hazardous
2026-03-25 02:29:40 UTC,227,231,33.02,7.62,29.5,63.2,Hazardous
2026-03-25 02:29:50 UTC,222,226,36.43,7.59,29.5,62.8,Hazardous
2026-03-25 02:30:00 UTC,222,228,36.36,7.62,29.5,62.5,Hazardous
2026-03-25 02:30:10 UTC,227,233,34.73,7.5,29.5,62.1,Hazardous
2026-03-25 02:30:20 UTC,228,231,40.66,8.05,29.5,61.7,Hazardous
2026-03-25 02:30:30 UTC,228,230,35.69,7.71,29.5,62.0,Hazardous
2026-03-25 02:30:40 UTC,227,228,37.54,7.86,29.5,61.6,Hazardous
2026-03-25 02:30:50 UTC,226,229,34.89,7.62,29.5,61.6,Hazardous
2026-03-25 02:31:00 UTC,226,230,39.13,8.02,29.6,61.7,Hazardous
2026-03-25 02:31:10 UTC,223,230,35.22,7.68,29.6,61.9,Hazardous
2026-03-25 02:31:20 UTC,224,228,39.01,8.05,29.6,62.0,Hazardous
2026-03-25 02:31:30 UTC,224,229,35.29,7.65,29.7,62.4,Hazardous
2026-03-25 02:31:40 UTC,223,228,35.12,7.71,29.7,62.6,Hazardous
2026-03-25 02:31:50 UTC,224,228,38.87,8.02,29.7,62.6,Hazardous
2026-03-25 02:32:00 UTC,222,225,33.8,7.47,29.7,62.5,Hazardous
2026-03-25 02:32:10 UTC,223,226,32.95,7.53,29.8,62.5,Hazardous
2026-03-25 02:32:20 UTC,224,228,33.54,7.53,29.8,62.5,Hazardous
2026-03-25 02:32:30 UTC,223,227,39.01,7.99,29.8,62.3,Hazardous
2026-03-25 02:32:40 UTC,224,230,33.8,7.5,29.8,60.6,Hazardous
2026-03-25 02:32:50 UTC,219,222,39.01,8.02,29.8,60.0,Hazardous
2026-03-25 02:33:00 UTC,226,230,34.89,7.65,29.8,59.9,Hazardous
2026-03-25 02:33:10 UTC,220,222,40.66,8.05,29.9,60.0,Hazardous
2026-03-25 02:33:20 UTC,222,224,34.73,7.65,29.9,60.1,Hazardous
2026-03-25 02:33:30 UTC,222,223,35.12,7.71,29.9,60.2,Hazardous
2026-03-25 02:33:40 UTC,222,224,35.12,7.62,29.9,60.2,Hazardous
2026-03-25 02:33:50 UTC,222,224,35.06,7.74,29.9,60.3,Hazardous
2026-03-25 02:34:00 UTC,225,228,38.69,8.02,29.9,60.4,Hazardous
2026-03-25 02:34:10 UTC,226,228,34.79,7.74,29.9,60.6,Hazardous
2026-03-25 02:34:20 UTC,223,224,38.76,7.95,29.9,60.2,Hazardous
2026-03-25 02:34:30 UTC,225,226,33.7,7.56,29.9,60.5,Hazardous
2026-03-25 02:34:40 UTC,223,225,37.79,7.95,29.9,60.9,Hazardous
2026-03-25 02:34:50 UTC,223,225,34.63,7.62,29.9,60.9,Hazardous
2026-03-25 02:35:00 UTC,222,224,38.58,7.95,29.9,61.1,Hazardous
2026-03-25 02:35:10 UTC,221,223,34.73,7.65,29.9,60.3,Hazardous
2026-03-25 02:35:20 UTC,223,224,34.4,7.68,29.9,59.2,Hazardous
2026-03-25 02:35:30 UTC,219,221,38.76,8.02,29.9,58.9,Hazardous
2026-03-25 02:35:40 UTC,220,222,32.58,7.44,29.9,58.7,Hazardous
2026-03-25 02:35:50 UTC,222,222,39.01,7.95,29.9,58.4,Hazardous
2026-03-25 02:36:00 UTC,221,221,34.57,7.62,29.9,58.4,Hazardous
2026-03-25 02:36:10 UTC,221,223,37.79,7.92,29.9,58.4,Hazardous
2026-03-25 02:36:20 UTC,221,223,35.22,7.62,29.9,58.5,Hazardous
2026-03-25 02:36:30 UTC,219,223,37.54,7.89,29.9,58.6,Hazardous
2026-03-25 02:36:40 UTC,221,223,34.57,7.62,29.9,58.4,Hazardous
2026-03-25 02:36:50 UTC,223,225,38.5,7.99,29.9,58.2,Hazardous
2026-03-25 02:37:00 UTC,221,222,34.73,7.62,29.9,58.0,Hazardous
2026-03-25 02:37:10 UTC,220,220,33.92,7.53,29.9,58.6,Hazardous
2026-03-25 02:37:20 UTC,220,222,35.69,7.65,29.9,59.0,Hazardous
2026-03-25 02:37:30 UTC,226,228,34.18,7.62,29.9,59.3,Hazardous
2026-03-25 02:37:40 UTC,223,225,37.79,7.92,30.0,59.6,Hazardous
2026-03-25 02:37:50 UTC,222,223,35.22,7.65,30.0,59.3,Hazardous
2026-03-25 02:38:00 UTC,222,225,38.22,7.99,30.0,59.2,Hazardous
2026-03-25 02:38:10 UTC,224,227,35.52,7.65,30.0,59.5,Hazardous
2026-03-25 02:38:20 UTC,224,225,38.94,8.05,30.0,59.9,Hazardous
2026-03-25 02:38:30 UTC,221,224,33.17,7.53,30.1,60.1,Hazardous
2026-03-25 02:38:40 UTC,219,224,38.76,7.62,30.1,60.5,Hazardous
2026-03-25 02:38:50 UTC,219,224,37.54,7.44,30.1,59.6,Hazardous
2026-03-25 02:39:00 UTC,217,219,38.32,7.53,30.1,58.8,Hazardous
2026-03-25 02:39:10 UTC,215,216,41.32,7.92,30.1,58.2,Hazardous
2026-03-25 02:39:20 UTC,219,222,35.62,7.38,30.1,58.5,Hazardous
2026-03-25 02:39:30 UTC,223,224,37.97,7.56,30.1,58.9,Hazardous
2026-03-25 02:39:40 UTC,221,224,37.79,7.56,30.1,59.7,Hazardous
2026-03-25 02:39:50 UTC,222,226,41.83,7.92,30.1,59.7,Hazardous
2026-03-25 02:40:00 UTC,222,226,37.02,7.62,30.1,58.9,Hazardous
2026-03-25 02:40:10 UTC,222,226,42.18,7.92,30.2,58.7,Hazardous
2026-03-25 02:40:20 UTC,227,230,36.09,7.44,30.2,58.8,Hazardous
2026-03-25 02:40:30 UTC,222,227,42.18,7.92,30.2,58.6,Hazardous
2026-03-25 02:40:40 UTC,223,225,36.43,7.5,30.2,59.2,Hazardous
2026-03-25 02:40:50 UTC,224,226,37.72,7.56,30.2,58.2,Hazardous
2026-03-25 02:41:00 UTC,219,222,37.79,7.62,30.2,57.8,Hazardous
2026-03-25 02:41:10 UTC,219,220,38.76,7.62,30.2,58.0,Hazardous
2026-03-25 02:41:20 UTC,223,224,42.58,7.95,30.2,58.2,Hazardous
2026-03-25 02:41:30 UTC,223,224,37.79,7.56,30.2,58.2,Hazardous
2026-03-25 02:41:40 UTC,220,220,41.63,7.89,30.2,58.2,Hazardous
2026-03-25 02:41:50 UTC,223,224,36.95,7.59,30.2,58.5,Hazardous
2026-03-25 02:42:00 UTC,220,222,42.02,7.92,30.3,59.0,Hazardous
2026-03-25 02:42:10 UTC,220,222,37.54,7.53,30.3,58.5,Hazardous
2026-03-25 02:42:20 UTC,223,225,42.18,7.92,30.3,57.9,Hazardous
2026-03-25 02:42:30 UTC,220,223,36.43,7.47,30.3,57.8,Hazardous
2026-03-25 02:42:40 UTC,221,225,35.06,7.35,30.3,57.8,Hazardous
2026-03-25 02:42:50 UTC,223,225,39.01,7.77,30.3,57.9,Hazardous
2026-03-25 02:43:00 UTC,228,231,37.02,7.56,30.3,58.1,Hazardous
2026-03-25 02:43:10 UTC,223,226,37.37,7.56,30.3,58.2,Hazardous
2026-03-25 02:43:20 UTC,227,229,36.67,7.59,30.3,58.4,Hazardous
2026-03-25 02:43:30 UTC,226,231,41.9,7.89,30.4,58.2,Hazardous
2026-03-25 02:43:40 UTC,228,232,37.37,7.59,30.3,58.1,Hazardous
2026-03-25 02:43:50 UTC,225,230,40.97,7.89,30.4,57.5,Hazardous
2026-03-25 02:44:00 UTC,225,231,35.12,7.41,30.4,57.1,Hazardous
2026-03-25 02:44:10 UTC,224,229,41.05,7.92,30.4,57.1,Hazardous
2026-03-25 02:44:20 UTC,223,226,36.36,7.56,30.4,57.4,Hazardous
2026-03-25 02:44:30 UTC,223,226,36.19,7.56,30.4,58.2,Hazardous
2026-03-25 02:44:40 UTC,221,222,36.02,7.56,30.4,58.4,Hazardous
2026-03-25 02:44:50 UTC,224,227,36.26,7.59,30.4,58.8,Hazardous
2026-03-25 02:45:00 UTC,219,220,40.78,7.89,30.4,58.2,Hazardous
2026-03-25 02:45:10 UTC,222,223,35.22,7.56,30.4,57.9,Hazardous
2026-03-25 02:45:20 UTC,220,222,40.59,7.95,30.4,58.3,Hazardous
2026-03-25 02:45:30 UTC,220,222,34.79,7.41,30.4,58.4,Hazardous
2026-03-25 02:45:40 UTC,220,222,40.47,7.92,30.4,58.5,Hazardous
2026-03-25 02:45:50 UTC,226,228,36.26,7.56,30.3,58.9,Hazardous
2026-03-25 02:46:00 UTC,224,228,40.47,7.83,30.3,59.1,Hazardous
2026-03-25 02:46:10 UTC,226,231,36.09,7.65,30.4,59.0,Hazardous
2026-03-25 02:46:20 UTC,222,227,35.69,7.56,30.4,59.1,Hazardous
2026-03-25 02:46:30 UTC,225,230,36.02,7.59,30.4,59.3,Hazardous
2026-03-25 02:46:40 UTC,229,231,36.67,7.53,30.4,58.9,Hazardous
2026-03-25 02:46:50 UTC,224,229,36.43,7.56,30.4,58.7,Hazardous
2026-03-25 02:47:00 UTC,227,231,35.35,7.59,30.4,58.7,Hazardous
2026-03-25 02:47:10 UTC,227,231,40.59,7.89,30.5,58.8,Hazardous
2026-03-25 02:47:20 UTC,228,232,35.35,7.56,30.5,58.8,Hazardous
2026-03-25 02:47:30 UTC,226,228,39.13,7.95,30.4,59.2,Hazardous
2026-03-25 02:47:40 UTC,232,237,36.67,7.56,30.5,59.4,Hazardous
2026-03-25 02:47:50 UTC,232,239,40.59,7.92,30.5,59.5,Hazardous
2026-03-25 02:48:00 UTC,230,237,35.69,7.56,30.5,59.4,Hazardous
2026-03-25 02:48:10 UTC,233,243,35.22,7.53,30.6,59.4,Hazardous
2026-03-25 02:48:20 UTC,227,237,34.34,7.44,30.6,59.3,Hazardous
2026-03-25 02:48:30 UTC,231,242,35.22,7.56,30.6,59.2,Hazardous
2026-03-25 02:48:40 UTC,230,235,38.32,7.8,30.6,58.6,Hazardous
2026-03-25 02:48:50 UTC,228,231,36.95,7.62,30.6,58.3,Hazardous
2026-03-25 02:49:00 UTC,229,231,40.66,7.92,30.6,58.8,Hazardous
2026-03-25 02:49:10 UTC,231,231,36.67,7.62,30.6,59.2,Hazardous
2026-03-25 02:49:20 UTC,228,230,40.21,7.92,30.6,60.2,Hazardous
2026-03-25 02:49:30 UTC,230,231,36.67,7.62,30.5,59.3,Hazardous
2026-03-25 02:49:40 UTC,226,230,40.21,7.92,30.5,58.7,Hazardous
2026-03-25 02:49:50 UTC,229,234,35.12,7.56,30.5,58.5,Hazardous
2026-03-25 02:50:00 UTC,233,235,35.52,7.53,30.5,58.7,Hazardous
2026-03-25 02:50:10 UTC,227,232,36.53,7.59,30.4,58.4,Hazardous
2026-03-25 02:50:20 UTC,230,235,35.45,7.56,30.4,58.5,Hazardous
2026-03-25 02:50:30 UTC,229,235,36.26,7.56,30.5,58.9,Hazardous
2026-03-25 02:50:40 UTC,229,233,36.19,7.62,30.4,59.1,Hazardous
2026-03-25 02:50:50 UTC,224,227,37.79,7.77,30.5,59.2,Hazardous
2026-03-25 02:51:00 UTC,228,233,35.45,7.62,30.4,59.3,Hazardous
2026-03-25 02:51:10 UTC,226,232,40.39,7.92,30.5,59.1,Hazardous
2026-03-25 02:51:20 UTC,231,239,35.85,7.56,30.5,59.4,Hazardous
2026-03-25 02:51:30 UTC,228,237,37.89,7.77,30.5,59.5,Hazardous
2026-03-25 02:51:40 UTC,228,235,36.09,7.62,30.5,59.5,Hazardous
2026-03-25 02:51:50 UTC,231,235,36.26,7.56,30.5,59.5,Hazardous
2026-03-25 02:52:00 UTC,228,231,35.12,7.5,30.6,59.5,Hazardous
2026-03-25 02:52:10 UTC,229,233,35.69,7.56,30.6,58.5,Hazardous
2026-03-25 02:52:20 UTC,230,234,37.79,7.74,30.6,57.5,Hazardous
2026-03-25 02:52:30 UTC,229,231,35.52,7.56,30.6,56.7,Hazardous
2026-03-25 02:52:40 UTC,228,232,39.13,7.92,30.6,56.5,Hazardous
2026-03-25 02:52:50 UTC,228,232,33.92,7.38,30.6,56.6,Hazardous
2026-03-25 02:53:00 UTC,230,234,39.13,7.92,30.6,56.9,Hazardous
2026-03-25 02:53:10 UTC,232,236,36.36,7.56,30.6,57.0,Hazardous
2026-03-25 02:53:20 UTC,226,230,39.13,7.99,30.6,56.9,Hazardous
2026-03-25 02:53:30 UTC,230,232,34.96,7.56,30.7,57.2,Hazardous
2026-03-25 02:53:40 UTC,231,231,35.85,7.53,30.7,57.4,Hazardous
2026-03-25 02:53:50 UTC,230,233,35.35,7.56,30.7,57.8,Hazardous
2026-03-25 02:54:00 UTC,226,228,35.12,7.56,30.7,57.9,Hazardous
2026-03-25 02:54:10 UTC,228,232,35.52,7.62,30.8,57.9,Hazardous
2026-03-25 02:54:20 UTC,229,234,35.85,7.53,30.8,58.0,Hazardous
2026-03-25 02:54:30 UTC,232,235,39.94,7.92,30.8,58.1,Hazardous
2026-03-25 02:54:40 UTC,232,235,34.24,7.53,30.8,58.3,Hazardous
